soc_code,task_id,task_description,task_importance,importance_norm,automation_score,automation_level
25-1021,5697,"Participate in student recruitment, registration, and placement activities.",3.83,0.4829931972789116,0.48299319727891155,Moderate
25-1021,5698,Collaborate with colleagues to address teaching and research issues.,3.69,0.38775510204081626,0.38775510204081637,Moderate
25-1021,5695,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",3.61,0.33333333333333326,0.3333333333333333,Moderate
25-1021,5699,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3.38,0.17687074829931962,0.17687074829931965,Low
25-1021,5706,Participate in campus and community events.,3.12,0.0,0.0,Low
25-1022,5710,"Compile, administer, and grade examinations, or assign this work to others.",4.57,1.0,1.0,High
25-1022,5709,"Evaluate and grade students' class work, assignments, and papers.",4.47,0.9242424242424239,0.924242424242424,High
25-1022,5711,"Prepare and deliver lectures to undergraduate or graduate students on topics such as linear algebra, differential equations, and discrete mathematics.",4.46,0.9166666666666664,0.9166666666666664,High
25-1022,5713,"Maintain student attendance records, grades, and other required records.",4.39,0.8636363636363632,0.8636363636363633,High
25-1022,5712,"Prepare course materials, such as syllabi, homework assignments, and handouts.",4.37,0.8484848484848484,0.8484848484848483,High
25-1022,5715,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",4.26,0.7651515151515148,0.7651515151515148,High
25-1022,5714,Maintain regularly scheduled office hours to advise and assist students.,4.24,0.75,0.75,High
25-1022,5716,"Initiate, facilitate, and moderate classroom discussions.",4.2,0.7196969696969697,0.7196969696969698,High
25-1022,20060,"Keep abreast of developments and technological advances in the mathematical field by reading current literature, talking with colleagues, and participating in professional conferences.",3.77,0.39393939393939387,0.39393939393939376,Moderate
25-1022,5717,"Select and obtain materials and supplies, such as textbooks.",3.62,0.28030303030303033,0.2803030303030302,Low
25-1022,5720,Collaborate with colleagues to address teaching and research issues.,3.56,0.23484848484848483,0.23484848484848478,Low
25-1022,5719,Advise students on academic and vocational curricula and on career issues.,3.54,0.21969696969696967,0.2196969696969698,Low
25-1022,5721,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3.25,0.0,0.0,Low
25-1031,5735,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",4.48,1.0,1.0,High
25-1031,5733,"Prepare course materials, such as syllabi, homework assignments, and handouts.",4.44,0.967741935483871,0.9677419354838709,High
25-1031,5732,"Prepare and deliver lectures to undergraduate or graduate students on topics such as architectural design methods, aesthetics and design, and structures and materials.",4.43,0.9596774193548382,0.9596774193548381,High
25-1031,5731,"Evaluate and grade students' work, including work performed in design studios.",4.41,0.943548387096774,0.943548387096774,High
25-1031,5737,"Maintain student attendance records, grades, and other required records.",4.36,0.9032258064516129,0.903225806451613,High
25-1031,5734,"Initiate, facilitate, and moderate classroom discussions.",4.31,0.862903225806451,0.8629032258064511,High
25-1031,5736,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",4.2,0.7741935483870966,0.7741935483870964,High
25-1031,5739,"Compile, administer, and grade examinations, or assign this work to others.",4.18,0.7580645161290317,0.7580645161290315,High
25-1031,5742,Advise students on academic and vocational curricula and on career issues.,4.07,0.6693548387096774,0.6693548387096775,High
25-1031,5740,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",4.01,0.6209677419354834,0.6209677419354834,Moderate
25-1031,5741,"Supervise undergraduate or graduate teaching, internship, and research work.",3.93,0.5564516129032256,0.5564516129032255,Moderate
25-1031,5743,Collaborate with colleagues to address teaching and research issues.,3.88,0.5161290322580642,0.5161290322580641,Moderate
25-1031,5748,Write grant proposals to procure external research funding.,3.85,0.4919354838709676,0.49193548387096764,Moderate
25-1031,5738,Maintain regularly scheduled office hours to advise and assist students.,3.82,0.4677419354838706,0.4677419354838705,Moderate
25-1031,5746,"Participate in student recruitment, registration, and placement activities.",3.73,0.3951612903225804,0.3951612903225806,Moderate
25-1031,5745,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3.69,0.36290322580645135,0.36290322580645135,Moderate
25-1031,5747,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",3.51,0.21774193548387058,0.2177419354838705,Low
25-1031,5744,Compile bibliographies of specialized materials for outside reading assignments.,3.45,0.16935483870967735,0.16935483870967732,Low
25-1031,5751,Act as advisers to student organizations.,3.24,0.0,0.0,Low
25-1032,5757,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",4.49,1.0,1.0,High
25-1032,5758,"Prepare course materials, such as syllabi, homework assignments, and handouts.",4.38,0.9147286821705424,0.9147286821705426,High
25-1032,5756,"Evaluate and grade students' class work, laboratory work, assignments, and papers.",4.28,0.8372093023255814,0.8372093023255816,High
25-1032,5760,Write grant proposals to procure external research funding.,4.27,0.8294573643410847,0.8294573643410847,High
25-1032,5755,"Supervise undergraduate or graduate teaching, internship, and research work.",4.22,0.7906976744186043,0.7906976744186043,High
25-1032,5754,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",4.22,0.7906976744186043,0.7906976744186043,High
25-1032,5753,"Prepare and deliver lectures to undergraduate or graduate students on topics such as mechanics, hydraulics, and robotics.",4.18,0.7596899224806197,0.7596899224806197,High
25-1032,5762,"Initiate, facilitate, and moderate class discussions.",4.1,0.6976744186046507,0.6976744186046505,High
25-1032,5761,Supervise students' laboratory work.,4.07,0.6744186046511629,0.6744186046511628,High
25-1032,5759,"Compile, administer, and grade examinations, or assign this work to others.",3.96,0.5891472868217053,0.5891472868217051,Moderate
25-1032,5767,Collaborate with colleagues to address teaching and research issues.,3.95,0.5813953488372093,0.5813953488372094,Moderate
25-1032,5764,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",3.83,0.48837209302325574,0.4883720930232557,Moderate
25-1032,5766,"Maintain student attendance records, grades, and other required records.",3.81,0.47286821705426346,0.47286821705426346,Moderate
25-1032,5763,Maintain regularly scheduled office hours to advise and assist students.,3.77,0.4418604651162789,0.4418604651162789,Moderate
25-1032,5769,"Participate in student recruitment, registration, and placement activities.",3.45,0.19379844961240308,0.193798449612403,Low
25-1032,5768,"Select and obtain materials and supplies, such as textbooks and laboratory equipment.",3.44,0.18604651162790678,0.1860465116279069,Low
25-1032,5765,Advise students on academic and vocational curricula and on career issues.,3.41,0.16279069767441856,0.1627906976744185,Low
25-1032,5770,"Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",3.2,0.0,0.0,Low
25-1041,5778,"Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.",4.36,1.0,1.0,High
25-1041,5785,Advise students on academic and vocational curricula and on career issues.,4.2,0.8719999999999999,0.8719999999999999,High
25-1041,5783,"Supervise undergraduate or graduate teaching, internship, and research work.",4.19,0.8640000000000001,0.8640000000000002,High
25-1041,5782,Supervise laboratory sessions and field work and coordinate laboratory operations.,4.17,0.8479999999999998,0.848,High
25-1041,5781,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",4.11,0.8,0.8,High
